"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"6367|ENSG00000058404.19_2|CAMK2B|chr7|-|44258949|44259201|44258949|44259121|44259658|44259893"	"ENSG00000058404.19_2"	"CAMK2B"	"chr7"	"-"	"44258949"	"44259201"	"44258949"	"44259121"	"44259658"	"44259893"	"1.66670599543552e-198"	"9.43433114625594e-197"
"5422|ENSG00000061938.16_3|TNK2|chr3|-|195596984|195597249|195596984|195597076|195599146|195599341"	"ENSG00000061938.16_3"	"TNK2"	"chr3"	"-"	"195596984"	"195597249"	"195596984"	"195597076"	"195599146"	"195599341"	"6.50605227544505e-198"	"3.59902982691665e-196"
"12471|ENSG00000166681.13_3|BEX3|chrX|+|102632390|102633005|102632437|102633005|102631955|102632034"	"ENSG00000166681.13_3"	"BEX3"	"chrX"	"+"	"102632390"	"102633005"	"102632437"	"102633005"	"102631955"	"102632034"	"2.63643508901395e-196"	"1.42601844592443e-194"
"8565|ENSG00000243989.8_3|ACY1|chr3|+|52020960|52021077|52021003|52021077|52020620|52020677"	"ENSG00000243989.8_3"	"ACY1"	"chr3"	"+"	"52020960"	"52021077"	"52021003"	"52021077"	"52020620"	"52020677"	"6.15888151895353e-195"	"3.25885165589845e-193"
"9235|ENSG00000164172.18_3|MOCS2|chr5|-|52396240|52397339|52396240|52396364|52397926|52398054"	"ENSG00000164172.18_3"	"MOCS2"	"chr5"	"-"	"52396240"	"52397339"	"52396240"	"52396364"	"52397926"	"52398054"	"1.13949157716327e-193"	"5.90111169960723e-192"
"10854|ENSG00000114786.16_3|ABHD14A-ACY1|chr3|+|52020968|52021077|52021003|52021077|52020620|52020677"	"ENSG00000114786.16_3"	"ABHD14A-ACY1"	"chr3"	"+"	"52020968"	"52021077"	"52021003"	"52021077"	"52020620"	"52020677"	"1.26601864852632e-191"	"6.41976956356888e-190"
"84|ENSG00000147044.20_3|CASK|chrX|-|41394145|41394226|41394145|41394211|41401943|41402059"	"ENSG00000147044.20_3"	"CASK"	"chrX"	"-"	"41394145"	"41394226"	"41394145"	"41394211"	"41401943"	"41402059"	"1.32211537020435e-190"	"6.56740573689263e-189"
"11118|ENSG00000169592.14_3|INO80E|chr16|+|30012532|30012851|30012734|30012851|30012249|30012361"	"ENSG00000169592.14_3"	"INO80E"	"chr16"	"+"	"30012532"	"30012851"	"30012734"	"30012851"	"30012249"	"30012361"	"5.13102316398447e-190"	"2.49778207622764e-188"
"10920|ENSG00000205758.11_3|CRYZL1|chr21|-|34963467|34963534|34963467|34963513|34968036|34968142"	"ENSG00000205758.11_3"	"CRYZL1"	"chr21"	"-"	"34963467"	"34963534"	"34963467"	"34963513"	"34968036"	"34968142"	"4.77911797233588e-188"	"2.28085747934618e-186"
"7780|ENSG00000088387.18_3|DOCK9|chr13|-|99498177|99498314|99498177|99498245|99500845|99500893"	"ENSG00000088387.18_3"	"DOCK9"	"chr13"	"-"	"99498177"	"99498314"	"99498177"	"99498245"	"99500845"	"99500893"	"5.67094732498338e-186"	"2.65443957480953e-184"
"3188|ENSG00000132600.16_3|PRMT7|chr16|+|68387297|68387469|68387394|68387469|68386150|68386312"	"ENSG00000132600.16_3"	"PRMT7"	"chr16"	"+"	"68387297"	"68387469"	"68387394"	"68387469"	"68386150"	"68386312"	"2.98906720245998e-185"	"1.37271501335615e-183"
"8824|ENSG00000176884.14_3|GRIN1|chr9|+|140061862|140063207|140062225|140063207|140058210|140058356"	"ENSG00000176884.14_3"	"GRIN1"	"chr9"	"+"	"140061862"	"140063207"	"140062225"	"140063207"	"140058210"	"140058356"	"5.25177539607185e-183"	"2.36718913222942e-181"
"4264|ENSG00000092531.9_2|SNAP23|chr15|+|42805371|42805645|42805596|42805645|42805152|42805194"	"ENSG00000092531.9_2"	"SNAP23"	"chr15"	"+"	"42805371"	"42805645"	"42805596"	"42805645"	"42805152"	"42805194"	"1.61657456502374e-182"	"7.15407725685051e-181"
"2180|ENSG00000156504.16_2|FAM122B|chrX|-|133903596|133906313|133903596|133905384|133915850|133915947"	"ENSG00000156504.16_2"	"FAM122B"	"chrX"	"-"	"133903596"	"133906313"	"133903596"	"133905384"	"133915850"	"133915947"	"1.69632353521459e-182"	"7.37294907984341e-181"
"7209|ENSG00000141503.15_3|MINK1|chr17|+|4793516|4794030|4793811|4794030|4792941|4793058"	"ENSG00000141503.15_3"	"MINK1"	"chr17"	"+"	"4793516"	"4794030"	"4793811"	"4794030"	"4792941"	"4793058"	"2.0615812363209e-182"	"8.8033135600089e-181"
"767|ENSG00000072071.16_2|ADGRL1|chr19|-|14262944|14263034|14262944|14262962|14263120|14263249"	"ENSG00000072071.16_2"	"ADGRL1"	"chr19"	"-"	"14262944"	"14263034"	"14262944"	"14262962"	"14263120"	"14263249"	"3.72659796674785e-181"	"1.56388611225246e-179"
"2237|ENSG00000163584.17_2|RPL22L1|chr3|-|170585801|170585990|170585801|170585923|170586086|170586176"	"ENSG00000163584.17_2"	"RPL22L1"	"chr3"	"-"	"170585801"	"170585990"	"170585801"	"170585923"	"170586086"	"170586176"	"5.92664619728501e-181"	"2.44499268545622e-179"
"10923|ENSG00000205758.11_3|CRYZL1|chr21|-|34971455|34971591|34971455|34971554|34974539|34974651"	"ENSG00000205758.11_3"	"CRYZL1"	"chr21"	"-"	"34971455"	"34971591"	"34971455"	"34971554"	"34974539"	"34974651"	"8.00567569947669e-181"	"3.24763577542104e-179"
"6688|ENSG00000160917.14_2|CPSF4|chr7|+|99051588|99051759|99051663|99051759|99049990|99050063"	"ENSG00000160917.14_2"	"CPSF4"	"chr7"	"+"	"99051588"	"99051759"	"99051663"	"99051759"	"99049990"	"99050063"	"8.24757466651201e-177"	"3.29091749808037e-175"
"4265|ENSG00000092531.9_2|SNAP23|chr15|+|42805533|42805645|42805596|42805645|42805152|42805194"	"ENSG00000092531.9_2"	"SNAP23"	"chr15"	"+"	"42805533"	"42805645"	"42805596"	"42805645"	"42805152"	"42805194"	"1.04696126178645e-175"	"4.11016727611003e-174"
"8216|ENSG00000138162.18_3|TACC2|chr10|+|123974905|123974966|123974917|123974966|123969911|123971223"	"ENSG00000138162.18_3"	"TACC2"	"chr10"	"+"	"123974905"	"123974966"	"123974917"	"123974966"	"123969911"	"123971223"	"2.56019205847518e-172"	"9.89128169893427e-171"
"6|ENSG00000137070.17_3|IL11RA|chr9|+|34660800|34660933|34660850|34660933|34660500|34660597"	"ENSG00000137070.17_3"	"IL11RA"	"chr9"	"+"	"34660800"	"34660933"	"34660850"	"34660933"	"34660500"	"34660597"	"6.10140912395444e-169"	"2.32044215745392e-167"
"7170|ENSG00000158856.17_2|DMTN|chr8|+|21926526|21927029|21926929|21927029|21925037|21925193"	"ENSG00000158856.17_2"	"DMTN"	"chr8"	"+"	"21926526"	"21927029"	"21926929"	"21927029"	"21925037"	"21925193"	"3.08587061011683e-168"	"1.15553985615759e-166"
"4120|ENSG00000123154.11_3|WDR83|chr19|+|12781332|12781425|12781376|12781425|12780993|12781099"	"ENSG00000123154.11_3"	"WDR83"	"chr19"	"+"	"12781332"	"12781425"	"12781376"	"12781425"	"12780993"	"12781099"	"5.17550066658532e-167"	"1.90866191249525e-165"
"3205|ENSG00000197746.13_2|PSAP|chr10|-|73581632|73581773|73581632|73581764|73585593|73585650"	"ENSG00000197746.13_2"	"PSAP"	"chr10"	"-"	"73581632"	"73581773"	"73581632"	"73581764"	"73585593"	"73585650"	"1.51503605271307e-165"	"5.5038772422442e-164"
"7433|ENSG00000008838.19_3|MED24|chr17|-|38189597|38190024|38189597|38189709|38191369|38191602"	"ENSG00000008838.19_3"	"MED24"	"chr17"	"-"	"38189597"	"38190024"	"38189597"	"38189709"	"38191369"	"38191602"	"1.00218916365792e-164"	"3.58724768285791e-163"
"407|ENSG00000137221.14_2|TJAP1|chr6|+|43470325|43471246|43471138|43471246|43470020|43470087"	"ENSG00000137221.14_2"	"TJAP1"	"chr6"	"+"	"43470325"	"43471246"	"43471138"	"43471246"	"43470020"	"43470087"	"2.44035088394344e-163"	"8.60842616162077e-162"
"12558|ENSG00000149091.15_3|DGKZ|chr11|+|46400443|46400661|46400540|46400661|46400006|46400050"	"ENSG00000149091.15_3"	"DGKZ"	"chr11"	"+"	"46400443"	"46400661"	"46400540"	"46400661"	"46400006"	"46400050"	"8.05776771143827e-163"	"2.80180094423439e-161"
"11030|ENSG00000138326.18_2|RPS24|chr10|+|79799958|79799983|79799961|79799983|79796951|79797062"	"ENSG00000138326.18_2"	"RPS24"	"chr10"	"+"	"79799958"	"79799983"	"79799961"	"79799983"	"79796951"	"79797062"	"3.58336627242301e-161"	"1.22843852212361e-159"
"3697|ENSG00000006015.17_3|C19orf60|chr19|+|18700222|18700493|18700288|18700493|18699804|18699887"	"ENSG00000006015.17_3"	"C19orf60"	"chr19"	"+"	"18700222"	"18700493"	"18700288"	"18700493"	"18699804"	"18699887"	"4.43687215578175e-161"	"1.49990928155178e-159"
"8459|ENSG00000280987.4_3|MATR3|chr5|+|138660984|138661351|138661128|138661351|138658286|138658656"	"ENSG00000280987.4_3"	"MATR3"	"chr5"	"+"	"138660984"	"138661351"	"138661128"	"138661351"	"138658286"	"138658656"	"1.44237361613275e-160"	"4.80922928995495e-159"
"7125|ENSG00000106976.20_1|DNM1|chr9|+|131016284|131017523|131016932|131017523|131013003|131013219"	"ENSG00000106976.20_1"	"DNM1"	"chr9"	"+"	"131016284"	"131017523"	"131016932"	"131017523"	"131013003"	"131013219"	"7.94898045132371e-160"	"2.61457005655702e-158"
"2573|ENSG00000151150.21_3|ANK3|chr10|-|61819097|61819764|61819097|61819188|61822868|61823012"	"ENSG00000151150.21_3"	"ANK3"	"chr10"	"-"	"61819097"	"61819764"	"61819097"	"61819188"	"61822868"	"61823012"	"3.38801266578432e-159"	"1.09952304380254e-157"
"1748|ENSG00000092199.17_3|HNRNPC|chr14|-|21731469|21731988|21731469|21731495|21737456|21737601"	"ENSG00000092199.17_3"	"HNRNPC"	"chr14"	"-"	"21731469"	"21731988"	"21731469"	"21731495"	"21737456"	"21737601"	"3.76234137608153e-159"	"1.2049393301819e-157"
"8912|ENSG00000143774.16_3|GUK1|chr1|+|228333171|228333325|228333211|228333325|228327928|228328064"	"ENSG00000143774.16_3"	"GUK1"	"chr1"	"+"	"228333171"	"228333325"	"228333211"	"228333325"	"228327928"	"228328064"	"5.69664650829748e-159"	"1.80073215599949e-157"
"6228|ENSG00000214087.8_3|ARL16|chr17|-|79649063|79649705|79649063|79649179|79650042|79650156"	"ENSG00000214087.8_3"	"ARL16"	"chr17"	"-"	"79649063"	"79649705"	"79649063"	"79649179"	"79650042"	"79650156"	"1.28401170131573e-158"	"4.00677497564421e-157"
"176|ENSG00000169231.13_2|THBS3|chr1|-|155168199|155168528|155168199|155168393|155169594|155169647"	"ENSG00000169231.13_2"	"THBS3"	"chr1"	"-"	"155168199"	"155168528"	"155168199"	"155168393"	"155169594"	"155169647"	"2.60135404049456e-157"	"8.0148047272959e-156"
"9385|ENSG00000182196.13_3|ARL6IP4|chr12|+|123466117|123466426|123466141|123466426|123465675|123465846"	"ENSG00000182196.13_3"	"ARL6IP4"	"chr12"	"+"	"123466117"	"123466426"	"123466141"	"123466426"	"123465675"	"123465846"	"7.58528624960394e-154"	"2.307823341442e-152"
"3992|ENSG00000173992.8_2|CCS|chr11|+|66372624|66372887|66372809|66372887|66367959|66368020"	"ENSG00000173992.8_2"	"CCS"	"chr11"	"+"	"66372624"	"66372887"	"66372809"	"66372887"	"66367959"	"66368020"	"1.15973825033083e-153"	"3.48494185346326e-152"
"937|ENSG00000101365.20_3|IDH3B|chr20|-|2639040|2639483|2639040|2639168|2640170|2640231"	"ENSG00000101365.20_3"	"IDH3B"	"chr20"	"-"	"2639040"	"2639483"	"2639040"	"2639168"	"2640170"	"2640231"	"1.19460172965357e-153"	"3.54592757314243e-152"
"676|ENSG00000117682.16_2|DHDDS|chr1|+|26769198|26769364|26769221|26769364|26764658|26764775"	"ENSG00000117682.16_2"	"DHDDS"	"chr1"	"+"	"26769198"	"26769364"	"26769221"	"26769364"	"26764658"	"26764775"	"2.19445654823371e-152"	"6.43530992578416e-151"
"9384|ENSG00000182196.13_3|ARL6IP4|chr12|+|123466117|123466426|123466141|123466426|123465675|123465813"	"ENSG00000182196.13_3"	"ARL6IP4"	"chr12"	"+"	"123466117"	"123466426"	"123466141"	"123466426"	"123465675"	"123465813"	"2.506364828423e-151"	"7.26249046712093e-150"
"11742|ENSG00000079616.12_2|KIF22|chr16|+|29815896|29816347|29816134|29816347|29815318|29815386"	"ENSG00000079616.12_2"	"KIF22"	"chr16"	"+"	"29815896"	"29816347"	"29816134"	"29816347"	"29815318"	"29815386"	"5.02026942550587e-151"	"1.42938471550034e-149"
"5207|ENSG00000067715.13_3|SYT1|chr12|+|79685787|79685910|79685796|79685910|79679566|79679751"	"ENSG00000067715.13_3"	"SYT1"	"chr12"	"+"	"79685787"	"79685910"	"79685796"	"79685910"	"79679566"	"79679751"	"5.05041436043671e-151"	"1.42938471550034e-149"
"10303|ENSG00000159348.12_2|CYB5R1|chr1|-|202935014|202935237|202935014|202935121|202935655|202935728"	"ENSG00000159348.12_2"	"CYB5R1"	"chr1"	"-"	"202935014"	"202935237"	"202935014"	"202935121"	"202935655"	"202935728"	"1.69593063632845e-149"	"4.74470709060166e-148"
"2391|ENSG00000157916.19_3|RER1|chr1|+|2333535|2333781|2333645|2333781|2332295|2332374"	"ENSG00000157916.19_3"	"RER1"	"chr1"	"+"	"2333535"	"2333781"	"2333645"	"2333781"	"2332295"	"2332374"	"5.80865311052083e-149"	"1.60662064443269e-147"
"10305|ENSG00000159348.12_2|CYB5R1|chr1|-|202935014|202935728|202935014|202935121|202935876|202936026"	"ENSG00000159348.12_2"	"CYB5R1"	"chr1"	"-"	"202935014"	"202935728"	"202935014"	"202935121"	"202935876"	"202936026"	"1.54796733187593e-147"	"4.23342975931013e-146"
"12276|ENSG00000076706.16_3|MCAM|chr11|-|119181465|119181895|119181465|119181613|119181989|119182131"	"ENSG00000076706.16_3"	"MCAM"	"chr11"	"-"	"119181465"	"119181895"	"119181465"	"119181613"	"119181989"	"119182131"	"5.51758441881773e-145"	"1.49220005282248e-143"
"5423|ENSG00000061938.16_3|TNK2|chr3|-|195596984|195597275|195596984|195597076|195599146|195599341"	"ENSG00000061938.16_3"	"TNK2"	"chr3"	"-"	"195596984"	"195597275"	"195596984"	"195597076"	"195599146"	"195599341"	"5.50546956411042e-144"	"1.47256185923569e-142"
"9365|ENSG00000103034.14_3|NDRG4|chr16|+|58537609|58537807|58537701|58537807|58534046|58534173"	"ENSG00000103034.14_3"	"NDRG4"	"chr16"	"+"	"58537609"	"58537807"	"58537701"	"58537807"	"58534046"	"58534173"	"1.5656709339008e-143"	"4.14222070990712e-142"
"8088|ENSG00000136861.17_2|CDK5RAP2|chr9|-|123222849|123223025|123222849|123222945|123230137|123230275"	"ENSG00000136861.17_2"	"CDK5RAP2"	"chr9"	"-"	"123222849"	"123223025"	"123222849"	"123222945"	"123230137"	"123230275"	"2.40828382021816e-143"	"6.30297077248495e-142"
