"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"4385|ENSG00000107404.19_3|DVL1|chr1|-|1274666|1274819|1274741|1274819|1273901|1274033"	"ENSG00000107404.19_3"	"DVL1"	"chr1"	"-"	"1274666"	"1274819"	"1274741"	"1274819"	"1273901"	"1274033"	"8.29202098681913e-275"	"9.20414329536923e-273"
"8324|ENSG00000138688.15_3|KIAA1109|chr4|+|123255498|123255700|123255498|123255595|123257346|123257508"	"ENSG00000138688.15_3"	"KIAA1109"	"chr4"	"+"	"123255498"	"123255700"	"123255498"	"123255595"	"123257346"	"123257508"	"2.036816653551e-271"	"2.09937602219578e-269"
"9260|ENSG00000087274.16_3|ADD1|chr4|+|2910241|2911158|2910241|2910331|2916610|2916767"	"ENSG00000087274.16_3"	"ADD1"	"chr4"	"+"	"2910241"	"2911158"	"2910241"	"2910331"	"2916610"	"2916767"	"2.49330594862475e-269"	"2.39856032257701e-267"
"292|ENSG00000134419.15_3|RPS15A|chr16|-|18801565|18801656|18801631|18801656|18800302|18800440"	"ENSG00000134419.15_3"	"RPS15A"	"chr16"	"-"	"18801565"	"18801656"	"18801631"	"18801656"	"18800302"	"18800440"	"4.03807695547563e-268"	"3.64184065421958e-266"
"1969|ENSG00000001497.16_2|LAS1L|chrX|-|64740581|64743587|64743439|64743587|64737866|64738345"	"ENSG00000001497.16_2"	"LAS1L"	"chrX"	"-"	"64740581"	"64743587"	"64743439"	"64743587"	"64737866"	"64738345"	"5.21521776216226e-268"	"4.42679954752949e-266"
"6485|ENSG00000166986.14_3|MARS|chr12|+|57909702|57909941|57909702|57909774|57910027|57910120"	"ENSG00000166986.14_3"	"MARS"	"chr12"	"+"	"57909702"	"57909941"	"57909702"	"57909774"	"57910027"	"57910120"	"2.54132980730446e-256"	"2.03729939552241e-254"
"7419|ENSG00000159069.13_3|FBXW5|chr9|-|139836206|139836918|139836497|139836918|139835988|139836136"	"ENSG00000159069.13_3"	"FBXW5"	"chr9"	"-"	"139836206"	"139836918"	"139836497"	"139836918"	"139835988"	"139836136"	"2.84283836505026e-254"	"2.15906092671975e-252"
"5593|ENSG00000074416.13_3|MGLL|chr3|-|127541151|127542028|127541926|127542028|127540536|127540681"	"ENSG00000074416.13_3"	"MGLL"	"chr3"	"-"	"127541151"	"127542028"	"127541926"	"127542028"	"127540536"	"127540681"	"1.50266876231462e-246"	"1.08417551201e-244"
"8143|ENSG00000160271.14_3|RALGDS|chr9|-|135975882|135977149|135976906|135977149|135975654|135975769"	"ENSG00000160271.14_3"	"RALGDS"	"chr9"	"-"	"135975882"	"135977149"	"135976906"	"135977149"	"135975654"	"135975769"	"4.41886967962598e-233"	"3.03639473700014e-231"
"2431|ENSG00000139613.11_3|SMARCC2|chr12|-|56558086|56558515|56558431|56558515|56557128|56557549"	"ENSG00000139613.11_3"	"SMARCC2"	"chr12"	"-"	"56558086"	"56558515"	"56558431"	"56558515"	"56557128"	"56557549"	"1.24519086659024e-228"	"8.16732009313507e-227"
"2420|ENSG00000160226.15_3|C21orf2|chr21|-|45753943|45755687|45755640|45755687|45752915|45753145"	"ENSG00000160226.15_3"	"C21orf2"	"chr21"	"-"	"45753943"	"45755687"	"45755640"	"45755687"	"45752915"	"45753145"	"5.78855847025852e-225"	"3.63169124894915e-223"
"5619|ENSG00000114491.13_2|UMPS|chr3|+|124456414|124457290|124456414|124457086|124458870|124459046"	"ENSG00000114491.13_2"	"UMPS"	"chr3"	"+"	"124456414"	"124457290"	"124456414"	"124457086"	"124458870"	"124459046"	"1.42202747690887e-220"	"8.54994020491458e-219"
"9256|ENSG00000038382.18_2|TRIO|chr5|+|14487572|14488369|14487572|14487839|14492675|14492923"	"ENSG00000038382.18_2"	"TRIO"	"chr5"	"+"	"14487572"	"14488369"	"14487572"	"14487839"	"14492675"	"14492923"	"3.26601631694706e-218"	"1.88514461814184e-216"
"4367|ENSG00000129968.15_2|ABHD17A|chr19|-|1878662|1880114|1879919|1880114|1877506|1877686"	"ENSG00000129968.15_2"	"ABHD17A"	"chr19"	"-"	"1878662"	"1880114"	"1879919"	"1880114"	"1877506"	"1877686"	"2.99160812546751e-212"	"1.66034250963447e-210"
"5757|ENSG00000136877.14_3|FPGS|chr9|+|130569864|130570054|130569864|130569967|130570512|130570590"	"ENSG00000136877.14_3"	"FPGS"	"chr9"	"+"	"130569864"	"130570054"	"130569864"	"130569967"	"130570512"	"130570590"	"4.76382767435872e-212"	"2.54600123485172e-210"
"3191|ENSG00000008128.22_3|CDK11A|chr1|-|1654026|1654270|1654146|1654270|1653034|1653150"	"ENSG00000008128.22_3"	"CDK11A"	"chr1"	"-"	"1654026"	"1654270"	"1654146"	"1654270"	"1653034"	"1653150"	"1.43661918410643e-211"	"7.40371958094849e-210"
"2683|ENSG00000168101.14_3|NUDT16L1|chr16|+|4743978|4744309|4743978|4744239|4744958|4745860"	"ENSG00000168101.14_3"	"NUDT16L1"	"chr16"	"+"	"4743978"	"4744309"	"4743978"	"4744239"	"4744958"	"4745860"	"7.52882882477431e-210"	"3.74624137729287e-208"
"2012|ENSG00000250510.7_3|GPR162|chr12|+|6932633|6933931|6932633|6932929|6934648|6934838"	"ENSG00000250510.7_3"	"GPR162"	"chr12"	"+"	"6932633"	"6933931"	"6932633"	"6932929"	"6934648"	"6934838"	"7.32658776303281e-208"	"3.52408871401878e-206"
"6516|ENSG00000092094.10_2|OSGEP|chr14|-|20917060|20917172|20917122|20917172|20916891|20916970"	"ENSG00000092094.10_2"	"OSGEP"	"chr14"	"-"	"20917060"	"20917172"	"20917122"	"20917172"	"20916891"	"20916970"	"1.55167237522782e-204"	"7.22278463694756e-203"
"5138|ENSG00000060971.17_3|ACAA1|chr3|-|38167652|38168191|38168000|38168191|38167316|38167372"	"ENSG00000060971.17_3"	"ACAA1"	"chr3"	"-"	"38167652"	"38168191"	"38168000"	"38168191"	"38167316"	"38167372"	"1.93607711033949e-202"	"8.73049771943714e-201"
"1241|ENSG00000011243.17_3|AKAP8L|chr19|-|15509440|15510221|15510112|15510221|15508524|15508666"	"ENSG00000011243.17_3"	"AKAP8L"	"chr19"	"-"	"15509440"	"15510221"	"15510112"	"15510221"	"15508524"	"15508666"	"1.99232954505638e-201"	"8.71191373792835e-200"
"57|ENSG00000111237.18_2|VPS29|chr12|-|110937261|110937351|110937339|110937351|110933816|110934008"	"ENSG00000111237.18_2"	"VPS29"	"chr12"	"-"	"110937261"	"110937351"	"110937339"	"110937351"	"110933816"	"110934008"	"2.92133868315754e-200"	"1.23985050582245e-198"
"6464|ENSG00000071054.16_3|MAP4K4|chr2|+|102503549|102503723|102503549|102503699|102504239|102504399"	"ENSG00000071054.16_3"	"MAP4K4"	"chr2"	"+"	"102503549"	"102503723"	"102503549"	"102503699"	"102504239"	"102504399"	"9.11649249981323e-199"	"3.75859962206585e-197"
"3226|ENSG00000104872.10_3|PIH1D1|chr19|-|49952596|49952911|49952731|49952911|49951257|49951319"	"ENSG00000104872.10_3"	"PIH1D1"	"chr19"	"-"	"49952596"	"49952911"	"49952731"	"49952911"	"49951257"	"49951319"	"1.92344705990474e-198"	"7.70981696511817e-197"
"5514|ENSG00000121753.12_3|ADGRB2|chr1|-|32200783|32201266|32201180|32201266|32198572|32198744"	"ENSG00000121753.12_3"	"ADGRB2"	"chr1"	"-"	"32200783"	"32201266"	"32201180"	"32201266"	"32198572"	"32198744"	"3.52993746862183e-196"	"1.37667561276251e-194"
"2113|ENSG00000239779.6_3|WBP1|chr2|+|74686564|74686689|74686564|74686679|74686769|74686872"	"ENSG00000239779.6_3"	"WBP1"	"chr2"	"+"	"74686564"	"74686689"	"74686564"	"74686679"	"74686769"	"74686872"	"8.25724158022943e-194"	"3.1355788421766e-192"
"9223|ENSG00000095906.16_3|NUBP2|chr16|+|1836537|1836956|1836537|1836656|1837677|1837832"	"ENSG00000095906.16_3"	"NUBP2"	"chr16"	"+"	"1836537"	"1836956"	"1836537"	"1836656"	"1837677"	"1837832"	"2.56580806599921e-191"	"9.49348984419708e-190"
"6056|ENSG00000067445.20_3|TRO|chrX|+|54955035|54957464|54955035|54955143|54957636|54957864"	"ENSG00000067445.20_3"	"TRO"	"chrX"	"+"	"54955035"	"54957464"	"54955035"	"54955143"	"54957636"	"54957864"	"1.10076990464614e-188"	"3.97102743101095e-187"
"8955|ENSG00000085662.13_2|AKR1B1|chr7|-|134132212|134132813|134132731|134132813|134132049|134132133"	"ENSG00000085662.13_2"	"AKR1B1"	"chr7"	"-"	"134132212"	"134132813"	"134132731"	"134132813"	"134132049"	"134132133"	"1.83274014897962e-188"	"6.45035130482339e-187"
"4553|ENSG00000229117.8_2|RPL41|chr12|+|56510558|56510714|56510558|56510583|56510972|56510995"	"ENSG00000229117.8_2"	"RPL41"	"chr12"	"+"	"56510558"	"56510714"	"56510558"	"56510583"	"56510972"	"56510995"	"2.07348940157673e-186"	"7.12391715827434e-185"
"9185|ENSG00000139624.12_2|CERS5|chr12|-|50528182|50528485|50528328|50528485|50523581|50524477"	"ENSG00000139624.12_2"	"CERS5"	"chr12"	"-"	"50528182"	"50528485"	"50528328"	"50528485"	"50523581"	"50524477"	"2.49561618786714e-186"	"8.37482362579601e-185"
"2778|ENSG00000198830.10_2|HMGN2|chr1|+|26799973|26800076|26799973|26800018|26800193|26800223"	"ENSG00000198830.10_2"	"HMGN2"	"chr1"	"+"	"26799973"	"26800076"	"26799973"	"26800018"	"26800193"	"26800223"	"2.40923887209024e-184"	"7.90120839187776e-183"
"2156|ENSG00000067836.12_2|ROGDI|chr16|-|4851050|4851322|4851267|4851322|4850498|4850579"	"ENSG00000067836.12_2"	"ROGDI"	"chr16"	"-"	"4851050"	"4851322"	"4851267"	"4851322"	"4850498"	"4850579"	"3.099830144358e-182"	"9.94012199624132e-181"
"517|ENSG00000110321.16_3|EIF4G2|chr11|-|10823207|10823756|10823595|10823756|10822508|10822634"	"ENSG00000110321.16_3"	"EIF4G2"	"chr11"	"-"	"10823207"	"10823756"	"10823595"	"10823756"	"10822508"	"10822634"	"1.14214534330043e-181"	"3.58286028344026e-180"
"8678|ENSG00000089820.15_3|ARHGAP4|chrX|-|153175624|153176065|153175959|153176065|153175465|153175539"	"ENSG00000089820.15_3"	"ARHGAP4"	"chrX"	"-"	"153175624"	"153176065"	"153175959"	"153176065"	"153175465"	"153175539"	"1.24109163315839e-180"	"3.81041537584587e-179"
"2939|ENSG00000035403.17_3|VCL|chr10|+|75834500|75837506|75834500|75834661|75842211|75842302"	"ENSG00000035403.17_3"	"VCL"	"chr10"	"+"	"75834500"	"75837506"	"75834500"	"75834661"	"75842211"	"75842302"	"3.48530642069618e-180"	"1.04777024272179e-178"
"583|ENSG00000139998.14_2|RAB15|chr14|-|65417660|65417869|65417791|65417869|65417042|65417132"	"ENSG00000139998.14_2"	"RAB15"	"chr14"	"-"	"65417660"	"65417869"	"65417791"	"65417869"	"65417042"	"65417132"	"4.59074754369319e-177"	"1.35192830725495e-175"
"2355|ENSG00000141837.19_3|CACNA1A|chr19|-|13321430|13323030|13322916|13323030|13320125|13320312"	"ENSG00000141837.19_3"	"CACNA1A"	"chr19"	"-"	"13321430"	"13323030"	"13322916"	"13323030"	"13320125"	"13320312"	"1.50521632501609e-176"	"4.34405431399644e-175"
"185|ENSG00000072135.12_3|PTPN18|chr2|+|131128129|131128355|131128129|131128196|131128447|131128537"	"ENSG00000072135.12_3"	"PTPN18"	"chr2"	"+"	"131128129"	"131128355"	"131128129"	"131128196"	"131128447"	"131128537"	"7.55333699858761e-175"	"2.1371500566592e-173"
"5928|ENSG00000092096.16_3|SLC22A17|chr14|-|23816668|23816940|23816722|23816940|23816309|23816421"	"ENSG00000092096.16_3"	"SLC22A17"	"chr14"	"-"	"23816668"	"23816940"	"23816722"	"23816940"	"23816309"	"23816421"	"2.10807540332099e-171"	"5.84990924421575e-170"
"1764|ENSG00000131165.14_2|CHMP1A|chr16|-|89713442|89713739|89713610|89713739|89712934|89713122"	"ENSG00000131165.14_2"	"CHMP1A"	"chr16"	"-"	"89713442"	"89713739"	"89713610"	"89713739"	"89712934"	"89713122"	"3.75527391582534e-170"	"1.02242646425207e-168"
"8638|ENSG00000119844.15_2|AFTPH|chr2|+|64806619|64808407|64806619|64806680|64812555|64812679"	"ENSG00000119844.15_2"	"AFTPH"	"chr2"	"+"	"64806619"	"64808407"	"64806619"	"64806680"	"64812555"	"64812679"	"1.75392885804794e-167"	"4.68688767067255e-166"
"2684|ENSG00000160201.11_3|U2AF1|chr21|-|44520562|44524512|44524424|44524512|44515803|44515853"	"ENSG00000160201.11_3"	"U2AF1"	"chr21"	"-"	"44520562"	"44524512"	"44524424"	"44524512"	"44515803"	"44515853"	"1.23370402642328e-165"	"3.23679074568871e-164"
"7672|ENSG00000101040.19_3|ZMYND8|chr20|-|45867501|45867882|45867639|45867882|45865069|45865260"	"ENSG00000101040.19_3"	"ZMYND8"	"chr20"	"-"	"45867501"	"45867882"	"45867639"	"45867882"	"45865069"	"45865260"	"1.53290190971506e-164"	"3.94995974235506e-163"
"951|ENSG00000188343.12_3|FAM92A|chr8|+|94713451|94714771|94713451|94713686|94715847|94715916"	"ENSG00000188343.12_3"	"FAM92A"	"chr8"	"+"	"94713451"	"94714771"	"94713451"	"94713686"	"94715847"	"94715916"	"1.98750683497624e-164"	"5.03153046117669e-163"
"2782|ENSG00000198830.10_2|HMGN2|chr1|+|26800193|26800308|26800193|26800223|26800575|26800626"	"ENSG00000198830.10_2"	"HMGN2"	"chr1"	"+"	"26800193"	"26800308"	"26800193"	"26800223"	"26800575"	"26800626"	"3.90047088476988e-164"	"9.70410256331541e-163"
"582|ENSG00000139998.14_2|RAB15|chr14|-|65417296|65417869|65417791|65417869|65417042|65417132"	"ENSG00000139998.14_2"	"RAB15"	"chr14"	"-"	"65417296"	"65417869"	"65417791"	"65417869"	"65417042"	"65417132"	"6.47624540883536e-164"	"1.58393595338126e-162"
"8686|ENSG00000114646.9_3|CSPG5|chr3|-|47610560|47610717|47610641|47610717|47603728|47604251"	"ENSG00000114646.9_3"	"CSPG5"	"chr3"	"-"	"47610560"	"47610717"	"47610641"	"47610717"	"47603728"	"47604251"	"4.04089566226198e-162"	"9.71835406774006e-161"
"8710|ENSG00000182109.7_3|RP11-69E11.4|chr1|-|39994687|39994836|39994726|39994836|39987951|39988177"	"ENSG00000182109.7_3"	"RP11-69E11.4"	"chr1"	"-"	"39994687"	"39994836"	"39994726"	"39994836"	"39987951"	"39988177"	"3.44075990496123e-159"	"8.13937138173616e-158"
"2426|ENSG00000111667.13_2|USP5|chr12|+|6972349|6972541|6972349|6972472|6972993|6973137"	"ENSG00000111667.13_2"	"USP5"	"chr12"	"+"	"6972349"	"6972541"	"6972349"	"6972472"	"6972993"	"6973137"	"5.774809775116e-155"	"1.34404040411168e-153"
"3845|ENSG00000138674.16_3|SEC31A|chr4|-|83763292|83763634|83763337|83763634|83750152|83750211"	"ENSG00000138674.16_3"	"SEC31A"	"chr4"	"-"	"83763292"	"83763634"	"83763337"	"83763634"	"83750152"	"83750211"	"2.32293957605553e-152"	"5.32063779087005e-151"
"866|ENSG00000099956.18_3|SMARCB1|chr22|+|24133942|24134081|24133942|24134054|24135745|24135875"	"ENSG00000099956.18_3"	"SMARCB1"	"chr22"	"+"	"24133942"	"24134081"	"24133942"	"24134054"	"24135745"	"24135875"	"4.71242419156661e-149"	"1.06250439194228e-147"
"1720|ENSG00000114054.13_3|PCCB|chr3|+|136045644|136046097|136045644|136045752|136046475|136046574"	"ENSG00000114054.13_3"	"PCCB"	"chr3"	"+"	"136045644"	"136046097"	"136045644"	"136045752"	"136046475"	"136046574"	"6.58461480367742e-149"	"1.46178448641639e-147"
"8697|ENSG00000187147.17_2|RNF220|chr1|+|45101216|45101338|45101216|45101260|45101701|45101834"	"ENSG00000187147.17_2"	"RNF220"	"chr1"	"+"	"45101216"	"45101338"	"45101216"	"45101260"	"45101701"	"45101834"	"4.409292009037e-147"	"9.64031571066726e-146"
"7836|ENSG00000076864.19_3|RAP1GAP|chr1|-|21930150|21930405|21930327|21930405|21929296|21929406"	"ENSG00000076864.19_3"	"RAP1GAP"	"chr1"	"-"	"21930150"	"21930405"	"21930327"	"21930405"	"21929296"	"21929406"	"3.59296766258141e-145"	"7.73828707030593e-144"
"6017|ENSG00000171914.16_3|TLN2|chr15|+|63128089|63128317|63128089|63128272|63131054|63131180"	"ENSG00000171914.16_3"	"TLN2"	"chr15"	"+"	"63128089"	"63128317"	"63128089"	"63128272"	"63131054"	"63131180"	"6.03857110681715e-144"	"1.28142030987311e-142"
"879|ENSG00000006282.20_3|SPATA20|chr17|+|48628358|48628583|48628358|48628551|48628871|48629040"	"ENSG00000006282.20_3"	"SPATA20"	"chr17"	"+"	"48628358"	"48628583"	"48628358"	"48628551"	"48628871"	"48629040"	"3.98140273334411e-143"	"8.3263248466892e-142"
"7428|ENSG00000132591.11_2|ERAL1|chr17|+|27183522|27183703|27183522|27183600|27184956|27185003"	"ENSG00000132591.11_2"	"ERAL1"	"chr17"	"+"	"27183522"	"27183703"	"27183522"	"27183600"	"27184956"	"27185003"	"5.74949942242792e-143"	"1.1852182380805e-141"
"4691|ENSG00000102317.17_2|RBM3|chrX|+|48433948|48434471|48433948|48434055|48434701|48434807"	"ENSG00000102317.17_2"	"RBM3"	"chrX"	"+"	"48433948"	"48434471"	"48433948"	"48434055"	"48434701"	"48434807"	"6.67177844574583e-141"	"1.35596849256496e-139"
"3121|ENSG00000175061.17_2|LRRC75A-AS1|chr17|+|16342640|16343017|16342640|16342728|16343498|16343567"	"ENSG00000175061.17_2"	"LRRC75A-AS1"	"chr17"	"+"	"16342640"	"16343017"	"16342640"	"16342728"	"16343498"	"16343567"	"9.53006853433068e-140"	"1.90998456875544e-138"
"1019|ENSG00000090621.13_3|PABPC4|chr1|-|40036768|40037021|40036905|40037021|40035534|40035674"	"ENSG00000090621.13_3"	"PABPC4"	"chr1"	"-"	"40036768"	"40037021"	"40036905"	"40037021"	"40035534"	"40035674"	"1.43025424974813e-139"	"2.8272012087487e-138"
"2852|ENSG00000137409.19_3|MTCH1|chr6|-|36940427|36940572|36940478|36940572|36938422|36938470"	"ENSG00000137409.19_3"	"MTCH1"	"chr6"	"-"	"36940427"	"36940572"	"36940478"	"36940572"	"36938422"	"36938470"	"1.99841069450248e-139"	"3.89690085427984e-138"
"9047|ENSG00000026036.21_3|RTEL1-TNFRSF6B|chr20|+|62321102|62321563|62321102|62321218|62321646|62321794"	"ENSG00000026036.21_3"	"RTEL1-TNFRSF6B"	"chr20"	"+"	"62321102"	"62321563"	"62321102"	"62321218"	"62321646"	"62321794"	"3.60555882435096e-138"	"6.93709517805125e-137"
"4954|ENSG00000167792.11_2|NDUFV1|chr11|+|67374428|67374795|67374428|67374547|67375866|67375949"	"ENSG00000167792.11_2"	"NDUFV1"	"chr11"	"+"	"67374428"	"67374795"	"67374428"	"67374547"	"67375866"	"67375949"	"4.86885800054933e-136"	"9.24442380893774e-135"
"8788|ENSG00000136811.16_3|ODF2|chr9|+|131258319|131258576|131258319|131258420|131260691|131260854"	"ENSG00000136811.16_3"	"ODF2"	"chr9"	"+"	"131258319"	"131258576"	"131258319"	"131258420"	"131260691"	"131260854"	"6.39827754617906e-136"	"1.19905383105667e-134"
"5848|ENSG00000100884.9_2|CPNE6|chr14|+|24543259|24543369|24543259|24543334|24543499|24543520"	"ENSG00000100884.9_2"	"CPNE6"	"chr14"	"+"	"24543259"	"24543369"	"24543259"	"24543334"	"24543499"	"24543520"	"4.95645388805723e-134"	"9.16943969290588e-133"
"6386|ENSG00000137817.16_3|PARP6|chr15|-|72552818|72553029|72552878|72553029|72551948|72552002"	"ENSG00000137817.16_3"	"PARP6"	"chr15"	"-"	"72552818"	"72553029"	"72552878"	"72553029"	"72551948"	"72552002"	"3.046342717833e-133"	"5.56439562257344e-132"
"5984|ENSG00000100823.11_3|APEX1|chr14|+|20923736|20923932|20923736|20923862|20924072|20924260"	"ENSG00000100823.11_3"	"APEX1"	"chr14"	"+"	"20923736"	"20923932"	"20923736"	"20923862"	"20924072"	"20924260"	"2.11573147490976e-130"	"3.81625064786848e-129"
"1880|ENSG00000138286.14_3|FAM149B1|chr10|+|74992696|74992955|74992696|74992921|74994574|74994698"	"ENSG00000138286.14_3"	"FAM149B1"	"chr10"	"+"	"74992696"	"74992955"	"74992696"	"74992921"	"74994574"	"74994698"	"2.49718065919569e-130"	"4.44868110027084e-129"
"8349|ENSG00000010361.13_3|FUZ|chr19|-|50315703|50315993|50315871|50315993|50315507|50315592"	"ENSG00000010361.13_3"	"FUZ"	"chr19"	"-"	"50315703"	"50315993"	"50315871"	"50315993"	"50315507"	"50315592"	"5.44164232263815e-130"	"9.57596325800835e-129"
"1827|ENSG00000108773.10_3|KAT2A|chr17|-|40271071|40271454|40271262|40271454|40270314|40270421"	"ENSG00000108773.10_3"	"KAT2A"	"chr17"	"-"	"40271071"	"40271454"	"40271262"	"40271454"	"40270314"	"40270421"	"5.68561335408542e-128"	"9.88474707222321e-127"
"9028|ENSG00000101158.13_3|NELFCD|chr20|+|57568678|57568819|57568678|57568730|57569164|57569294"	"ENSG00000101158.13_3"	"NELFCD"	"chr20"	"+"	"57568678"	"57568819"	"57568678"	"57568730"	"57569164"	"57569294"	"3.73966873616466e-127"	"6.42421665034e-126"
"8750|ENSG00000172663.8_3|TMEM134|chr11|-|67234635|67234859|67234782|67234859|67232273|67232327"	"ENSG00000172663.8_3"	"TMEM134"	"chr11"	"-"	"67234635"	"67234859"	"67234782"	"67234859"	"67232273"	"67232327"	"3.60840687034166e-126"	"6.12580131047414e-125"
"3365|ENSG00000130731.15_3|METTL26|chr16|-|685517|685774|685611|685774|685280|685340"	"ENSG00000130731.15_3"	"METTL26"	"chr16"	"-"	"685517"	"685774"	"685611"	"685774"	"685280"	"685340"	"1.54127329814916e-124"	"2.586113220034e-123"
"971|ENSG00000116641.17_3|DOCK7|chr1|-|62951329|62954736|62954604|62954736|62943370|62943505"	"ENSG00000116641.17_3"	"DOCK7"	"chr1"	"-"	"62951329"	"62954736"	"62954604"	"62954736"	"62943370"	"62943505"	"2.91632253599261e-124"	"4.83707289590498e-123"
"2469|ENSG00000255339.6_3|RP11-411B6.6|chr10|-|102289122|102289263|102289136|102289263|102286731|102286831"	"ENSG00000255339.6_3"	"RP11-411B6.6"	"chr10"	"-"	"102289122"	"102289263"	"102289136"	"102289263"	"102286731"	"102286831"	"7.73923976170386e-123"	"1.26905942910667e-121"
"3395|ENSG00000172500.12_2|FIBP|chr11|-|65652979|65653134|65653000|65653134|65652548|65652657"	"ENSG00000172500.12_2"	"FIBP"	"chr11"	"-"	"65652979"	"65653134"	"65653000"	"65653134"	"65652548"	"65652657"	"7.88975123383728e-121"	"1.27920348656485e-119"
"3334|ENSG00000272752.6_3|STAG3L5P-PVRIG2P-PILRB|chr7|+|99950995|99951635|99950995|99951106|99952765|99952863"	"ENSG00000272752.6_3"	"STAG3L5P-PVRIG2P-PILRB"	"chr7"	"+"	"99950995"	"99951635"	"99950995"	"99951106"	"99952765"	"99952863"	"9.56287471996948e-121"	"1.53324758010177e-119"
"5935|ENSG00000159199.13_3|ATP5G1|chr17|+|46970178|46970272|46970178|46970202|46970770|46970818"	"ENSG00000159199.13_3"	"ATP5G1"	"chr17"	"+"	"46970178"	"46970272"	"46970178"	"46970202"	"46970770"	"46970818"	"3.43476584768706e-120"	"5.44655727276091e-119"
"6098|ENSG00000215375.6_2|MYL5|chr4|+|672746|672962|672746|672822|673702|673807"	"ENSG00000215375.6_2"	"MYL5"	"chr4"	"+"	"672746"	"672962"	"672746"	"672822"	"673702"	"673807"	"7.86232842095017e-120"	"1.23318912080773e-118"
"3287|ENSG00000204564.11_3|C6orf136|chr6|+|30618770|30618877|30618770|30618859|30619042|30619243"	"ENSG00000204564.11_3"	"C6orf136"	"chr6"	"+"	"30618770"	"30618877"	"30618770"	"30618859"	"30619042"	"30619243"	"7.81685072174418e-119"	"1.21287264424482e-117"
