pAGE	pGENDER	pBR
3156|ENSG00000162433.14_3|AK4|chr1|+|65613960|65614235|65613231|65613348|65656392|65656512	0.0612012248809346	0.00767984191524561	0.00650472429959552
3250|ENSG00000103540.16_3|CCP110|chr16|+|19537040|19537183|19535132|19535410|19539188|19539344	0.879710337933703	0.321768348890466	2.46928059066219e-09
3281|ENSG00000103540.16_3|CCP110|chr16|+|19559836|19559922|19557733|19557796|19562517|19562944	0.574153638702295	0.946582957786922	1.66879820225425e-105
3282|ENSG00000103540.16_3|CCP110|chr16|+|19559836|19559922|19558170|19559336|19562517|19562944	0.110838687470612	0.523203885872091	4.35705737152183e-203
3395|ENSG00000135945.9_2|REV1|chr2|-|100067806|100067963|100065797|100065966|100078957|100079084	0.61887099797363	0.622839399847069	0.0642435037790116
3431|ENSG00000139746.15_3|RBM26|chr13|-|79927287|79927359|79918803|79918929|79928573|79928696	0.305510328778868	0.98108919822624	2.90173630488586e-77
3545|ENSG00000278535.4_3|DHRS11|chr17|+|34956099|34956192|34955349|34955479|34956400|34956414	0.0118266591869475	0.012324658986297	5.13620260577102e-51
3556|ENSG00000154803.12_3|FLCN|chr17|-|17119693|17119817|17118498|17118630|17120382|17120496	0.683940390816458	0.354738753656946	7.45369342594868e-32
3575|ENSG00000154803.12_3|FLCN|chr17|-|17124850|17124942|17122332|17122523|17129489|17129636	0.540425273097776	0.520749156031526	1.87928663330932e-17
3636|ENSG00000080603.16_3|SRCAP|chr16|+|30732509|30732797|30732033|30732299|30733442|30733607	0.0170995850505691	0.0285146210464033	0.153724833590033
3646|ENSG00000080603.16_3|SRCAP|chr16|+|30733883|30734069|30733442|30733607|30734283|30734550	0.000690520803548966	0.131888128934463	5.07296473044588e-90
3812|ENSG00000120699.12_3|EXOSC8|chr13|+|37575885|37575938|37574922|37574959|37576409|37576446	0.472305694437368	0.799210127738511	4.7821154434373e-52
3815|ENSG00000120699.12_3|EXOSC8|chr13|+|37576409|37576446|37574677|37574959|37576624|37576688	0.269332468006531	0.90816582960334	1.06164454517514e-10
3949|ENSG00000130529.15_3|TRPM4|chr19|+|49684605|49684718|49675265|49675365|49685834|49686124	0.831056649788896	0.296877578732731	9.50542854710139e-28
3996|ENSG00000176593.7_2|CTD-2368P22.1|chr19|+|58515750|58516068|58514578|58514704|58517274|58518574	0.988633857812849	0.413675249831988	1.72470913627523e-43
4063|ENSG00000168000.14_3|BSCL2|chr11|-|62459847|62459945|62458546|62458613|62462039|62462183	0.967152026408996	0.267436138591328	8.12232296323897e-22
4247|ENSG00000088986.10_3|DYNLL1|chr12|+|120925919|120925980|120907659|120907907|120934218|120934350	0.243601496070348	0.0324305609499232	0.131755488670424
4250|ENSG00000088986.10_3|DYNLL1|chr12|+|120926380|120926456|120925919|120925980|120934218|120934356	0.32051556791471	0.364944376643269	1.67451556784272e-11
4376|ENSG00000196998.17_3|WDR45|chrX|-|48935301|48935406|48933524|48933604|48935495|48935570	0.38821138162164	0.0521178654348986	4.7415999236482e-29
4378|ENSG00000196998.17_3|WDR45|chrX|-|48935301|48935406|48934088|48934183|48935495|48935570	0.117688370654132	0.495875828843295	3.98018811328825e-94
4379|ENSG00000196998.17_3|WDR45|chrX|-|48935301|48935406|48934303|48934409|48935495|48935570	0.0792154918238455	0.0145300980179334	1.42208241747343e-22
4404|ENSG00000160323.18_2|ADAMTS13|chr9|+|136291057|136291182|136290648|136290732|136291318|136291465	0.17075861001948	0.548694497778991	2.77474814390616e-22
4422|ENSG00000160323.18_2|ADAMTS13|chr9|+|136298760|136298824|136298497|136298649|136301948|136302075	0.114630577780902	0.467527717372533	6.72770256812216e-35
4443|ENSG00000160323.18_2|ADAMTS13|chr9|+|136303365|136303486|136302868|136303017|136304486|136304567	0.0152439464649795	0.244899222277891	6.1026378560973e-32
4460|ENSG00000160323.18_2|ADAMTS13|chr9|+|136307519|136307655|136305464|136305646|136309983|136310173	0.76010387528714	0.674626101037612	1.79522858045017e-24
4466|ENSG00000160323.18_2|ADAMTS13|chr9|+|136308496|136308682|136305464|136305646|136309983|136310173	0.451031706528946	0.904765638625737	3.32359641730354e-19
4477|ENSG00000160323.18_2|ADAMTS13|chr9|+|136310819|136310940|136305464|136305646|136313719|136313730	0.427206071804025	0.109304981468994	3.16455561329833e-22
4488|ENSG00000160323.18_2|ADAMTS13|chr9|+|136323031|136323216|136321664|136321841|136324095|136324508	0.218427982552613	0.0495828337921951	2.43523220227898e-73
4569|ENSG00000280670.2_2|CCDC163|chr1|-|45962970|45963055|45961882|45962295|45965016|45965112	0.915118738530543	0.60205188002186	0.00259675994398527
4604|ENSG00000151353.14_2|TMEM18|chr2|-|675757|676238|675509|675630|677288|677406	0.786353581363352	0.0406014409949667	2.57495422818796e-28
4612|ENSG00000144283.21_3|PKP4|chr2|+|159389949|159390046|159389691|159389828|159433782|159433895	0.00274563324260911	0.959245790047213	1.0463402458968e-157
4613|ENSG00000144283.21_3|PKP4|chr2|+|159389949|159390046|159389691|159389828|159459581|159459616	0.00770307217980439	0.897175793771528	8.74881048259804e-109
4620|ENSG00000144283.21_3|PKP4|chr2|+|159433782|159433895|159389691|159389828|159459581|159459616	0.310635908234786	0.287956253243949	1.92839005423691e-35
4645|ENSG00000144283.21_3|PKP4|chr2|+|159481466|159481939|159477742|159477933|159488264|159488453	0.0845252443203724	0.959889924359603	1.56736690525116e-15
4648|ENSG00000144283.21_3|PKP4|chr2|+|159481636|159481939|159477742|159477933|159488264|159488444	0.0816184533077442	0.983376668231747	1.97485173914804e-15
4738|ENSG00000164776.9_3|PHKG1|chr7|-|56154662|56154717|56151342|56151408|56155290|56155469	0.463453268123852	0.575191284261993	5.76720724717898e-11
4743|ENSG00000164776.9_3|PHKG1|chr7|-|56155290|56155469|56151342|56151408|56156551|56156668	0.0285725750284105	0.608986115899562	0.000347134825993317
4750|ENSG00000189157.13_3|FAM47E|chr4|+|77177330|77177676|77172893|77172973|77184856|77184996	0.279973304789364	0.1203291116231	0.00046339164817162
4786|ENSG00000189157.13_3|FAM47E|chr4|+|77201416|77201494|77199221|77199377|77204533|77204907	0.823091099517006	0.530591107120908	2.97123192094541e-27
4905|ENSG00000197694.15_3|SPTAN1|chr9|+|131355261|131355321|131353755|131353904|131356453|131356652	0.000413839902184111	0.299864613329451	0
5021|ENSG00000182325.10_3|FBXL6|chr8|-|145581098|145581162|145580649|145580781|145581287|145581446	0.696038292432663	0.218405323678	2.86702119345171e-34
5024|ENSG00000182325.10_3|FBXL6|chr8|-|145581116|145581162|145580649|145580781|145581287|145581446	0.519727239008176	0.484298054900136	2.69507765862988e-17
5032|ENSG00000100359.20_3|SGSM3|chr22|+|40797596|40797679|40796699|40796817|40798142|40798209	0.307151064841196	0.0391248288687478	2.02614617102962e-160
5078|ENSG00000125812.15_3|GZF1|chr20|+|23347639|23347734|23344999|23346384|23349398|23349566	0.0495041910509742	0.417008569177387	1.0363066574218e-33
5109|ENSG00000173436.13_3|MINOS1|chr1|+|19927280|19927465|19923476|19923603|19949967|19950077	0.508542568294556	0.821251474586755	0.00681836245997024
5113|ENSG00000173436.13_3|MINOS1|chr1|+|19943751|19943830|19923494|19923603|19949967|19950077	0.138552100465587	0.874496413388903	9.09402027843899e-07
5114|ENSG00000173436.13_3|MINOS1|chr1|+|19943751|19943830|19923494|19923603|19952880|19953117	3.31796965793339e-05	0.446739005637274	3.88947725600729e-25
5128|ENSG00000162669.15_2|HFM1|chr1|-|91728037|91728149|91727742|91727949|91733301|91733412	0.464506066804564	0.204042485407993	3.86238141617965e-50
5217|ENSG00000126106.13_2|TMEM53|chr1|-|45120611|45120881|45111031|45111136|45125845|45125967	0.765034576125711	0.415849369121964	0.118366732695
5218|ENSG00000126106.13_2|TMEM53|chr1|-|45125845|45125967|45111031|45111136|45140002|45140074	0.232578314390793	0.854306693681305	0.000127154767304774
5219|ENSG00000126106.13_2|TMEM53|chr1|-|45125845|45125967|45118918|45120881|45140002|45140074	0.837592181149307	0.89778379550815	3.54629093342029e-18
5249|ENSG00000106100.10_2|NOD1|chr7|-|30472711|30472795|30468989|30469073|30485756|30485840	0.771983466324431	0.249151716314495	0.0212389639075863
5302|ENSG00000197892.12_2|KIF13B|chr8|-|28932797|28932860|28929136|28929833|28950261|28950395	0.318469643133812	0.870877943641461	1.67525769915046e-06
5303|ENSG00000197892.12_2|KIF13B|chr8|-|28932797|28932860|28929136|28929833|28956649|28956758	0.419989425572327	0.406787822158169	0.000365081395728606
5395|ENSG00000079215.13_2|SLC1A3|chr5|+|36607325|36607413|36606540|36606837|36608430|36608706	0.282195940301905	0.701737146867804	6.06200675842098e-12
5450|ENSG00000135723.13_3|FHOD1|chr16|-|67270313|67270337|67268259|67268375|67270459|67270519	0.00214238046185093	0.70770873077457	1.24134536941889e-94
5505|ENSG00000169231.13_2|THBS3|chr1|-|155170241|155170401|155169785|155169904|155170687|155170795	0.290782193212436	0.927303612356055	1.36431751634928e-56
5517|ENSG00000169231.13_2|THBS3|chr1|-|155170884|155170995|155170687|155170795|155171207|155171360	0.0340556904081191	0.960144028105292	5.27275953600821e-65
5542|ENSG00000169231.13_2|THBS3|chr1|-|155173013|155173096|155172876|155172928|155173303|155173330	0.654988404111563	0.0861266143070101	9.83989944482698e-12
5553|ENSG00000169231.13_2|THBS3|chr1|-|155174645|155174748|155173303|155173330|155174850|155175107	0.40749254274942	0.105382203716447	2.33470926801161e-14
5577|ENSG00000258539.1_3|RP11-12J10.3|chr10|-|126384726|126384781|126370175|126370948|126395204|126395456	0.310735390841327	0.833837196996279	0.00138567692288545
5605|ENSG00000261879.5_2|RP11-333E1.1|chr17|+|5117344|5117504|5095398|5095458|5118441|5118588	0.774869865968374	0.150824847772964	5.98399742278804e-07
5660|ENSG00000223501.8_2|VPS52|chr6|-|33237775|33237828|33237520|33237596|33237975|33238060	0.877255351854936	0.258780658225299	9.47311723404798e-24
5726|ENSG00000214140.10_3|PRCD|chr17|+|74541611|74541718|74536630|74536655|74549190|74549276	0.995149366738	0.269589124287843	1.44613374860907e-45
5727|ENSG00000214140.10_3|PRCD|chr17|+|74541611|74541718|74539110|74539203|74549190|74549276	0.136038854242259	0.140782776095684	1.09619648845636e-110
5730|ENSG00000214140.10_3|PRCD|chr17|+|74541611|74541718|74539924|74540452|74549190|74549276	0.146854218169041	0.109133866233691	7.83588892982201e-34
5735|ENSG00000214140.10_3|PRCD|chr17|+|74541977|74542213|74541611|74541718|74549190|74549660	0.566806968418119	0.651115808650348	1.56920326263074e-200
5770|ENSG00000205464.11_2|ATP6AP1L|chr5|+|81600752|81601300|81600433|81600669|81605975|81606026	0.00858551811888047	0.371805053744464	3.46229366121012e-13
5889|ENSG00000183431.11_2|SF3A3|chr1|-|38453244|38453350|38450378|38450451|38455219|38455267	0.541668499779653	0.939909827835868	1.25518922625974e-06
5905|ENSG00000140612.13_2|SEC11A|chr15|-|85223162|85223200|85212774|85213300|85223943|85224063	0.217040164870781	0.750199894507955	1.159833000297e-52
5908|ENSG00000140612.13_2|SEC11A|chr15|-|85223162|85223200|85213955|85214013|85223943|85224063	0.223041075245333	0.857158415537332	1.38799211029226e-261
5909|ENSG00000140612.13_2|SEC11A|chr15|-|85223162|85223200|85213955|85214013|85230855|85231005	0.216704786434315	0.844637763610613	5.58234357966407e-62
5936|ENSG00000140612.13_2|SEC11A|chr15|-|85257961|85258097|85234765|85234875|85259255|85259394	0.780726379346625	0.130498047053383	2.33760571166253e-35
5938|ENSG00000104177.17_2|MYEF2|chr15|-|48441228|48441280|48426827|48435268|48441359|48441523	0.367702949244853	0.776620478812301	6.158861249198e-25
5951|ENSG00000104177.17_2|MYEF2|chr15|-|48443296|48443368|48441359|48441568|48443669|48443768	0.865986474386096	0.0590194675833541	1.54133785995353e-07
5975|ENSG00000104177.17_2|MYEF2|chr15|-|48444430|48444481|48444070|48444139|48445988|48446090	0.0387886220881968	0.151611152930379	2.52045504126686e-150
5983|ENSG00000104177.17_2|MYEF2|chr15|-|48459545|48459598|48458317|48458325|48460827|48461036	0.800277246073501	0.222114242938798	2.28798010012041e-42
6250|ENSG00000119397.16_2|CNTRL|chr9|+|123914762|123914971|123912447|123912761|123916998|123917191	0.222480185955918	0.859656065273842	3.36746773388622e-08
6271|ENSG00000119397.16_2|CNTRL|chr9|+|123928384|123928458|123922420|123922580|123929766|123929955	0.925805526881915	0.346261840302381	0.00547691072223816
6279|ENSG00000119397.16_2|CNTRL|chr9|+|123933685|123933826|123931888|123932094|123935520|123935787	0.0887563955208362	0.253190277906694	6.23923540717548e-19
6356|ENSG00000102786.14_3|INTS6|chr13|-|51956164|51956259|51953597|51953708|51957464|51957597	0.437759554313366	0.874569327445414	1.96235094909505e-18
6433|ENSG00000182667.14_3|NTM|chr11|+|132187548|132187584|132184445|132184597|132200046|132200079	0.130938973908416	0.75323557182676	8.70893600390899e-13
6434|ENSG00000182667.14_3|NTM|chr11|+|132187548|132187584|132184445|132184597|132204939|132205345	0.0193152889825495	0.224475765608055	1.06171721932411e-254
6437|ENSG00000182667.14_3|NTM|chr11|+|132200046|132200079|132184445|132184597|132204939|132205345	0.00174750356900816	0.230428087217532	0
6438|ENSG00000182667.14_3|NTM|chr11|+|132200046|132200079|132187548|132187584|132204939|132205345	0.171570380107175	0.569429698371307	5.10230714828231e-148
6558|ENSG00000149089.12_2|APIP|chr11|-|34916556|34916657|34912050|34912099|34937774|34938046	0.568414200000649	0.12586075955919	2.40859620392143e-17
6656|ENSG00000136874.10_3|STX17|chr9|+|102722198|102722314|102713341|102713567|102722386|102722437	0.952569281829533	0.125081014677186	0.000123772728530619
6674|ENSG00000160284.14_2|SPATC1L|chr21|-|47602537|47603688|47588221|47588572|47604269|47604373	0.0559850430067129	0.192517881294396	6.33015792774136e-34
6676|ENSG00000179902.12_2|C1orf194|chr1|-|109649628|109649744|109649156|109649281|109655220|109655369	0.497449187405527	0.537425141188991	4.22167423912098e-21
6692|ENSG00000082805.19_3|ERC1|chr12|+|1221380|1221464|1219357|1219513|1225031|1225199	0.0484268502586132	0.229058757790752	4.32384265932389e-176
6693|ENSG00000082805.19_3|ERC1|chr12|+|1221380|1221473|1219357|1219513|1225031|1225199	0.0353895509415106	0.226705314955462	6.58824265901088e-130
6703|ENSG00000082805.19_3|ERC1|chr12|+|1313666|1313678|1299024|1299218|1345934|1346070	0.00652397663572502	0.297481544301738	9.58411304838668e-177
6706|ENSG00000082805.19_3|ERC1|chr12|+|1372199|1372331|1345934|1346070|1399017|1399178	0.00293706758451614	0.717443614249536	2.12906338262644e-89
6728|ENSG00000082805.19_3|ERC1|chr12|+|1519554|1519619|1517314|1517413|1553727|1553755	0.0006586304021399	0.205790365930104	6.97661449540256e-214
6761|ENSG00000108953.16_2|YWHAE|chr17|-|1273002|1273035|1268152|1268352|1303340|1303445	0.504569537956912	0.634442834218176	6.16062054860414e-204
6763|ENSG00000273036.2_3|FAM95C|chr9|-|38541452|38541559|38540563|38540846|38542308|38542762	0.384221322498152	0.576238820989918	1.66977845732873e-08
6948|ENSG00000133958.13_3|UNC79|chr14|+|94100866|94100983|94097146|94097254|94103561|94103645	0.392655313749351	0.332138929652922	2.22147844309393e-71
7027|ENSG00000125386.15_3|FAM193A|chr4|+|2656784|2656856|2648411|2648559|2659529|2659607	0.283829445173504	0.948887293454451	1.72157727648236e-08
